,x1,y1,x2,y2,image_id
7430,583.0,747.0,701.0,808.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7431,578.0,705.0,723.0,781.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7432,779.0,722.0,899.0,901.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7433,764.0,876.0,844.0,973.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7434,764.0,941.0,846.0,1024.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7435,836.0,689.0,946.0,772.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7436,888.0,318.0,1024.0,418.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7437,17.0,177.0,99.0,224.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7438,928.0,395.0,1018.0,510.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13491,1024.0,784.0,1072.0,865.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13492,1621.0,968.0,1702.0,1014.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13493,1095.0,938.0,1194.0,1011.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13494,1028.0,894.0,1093.0,979.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13495,1211.0,799.0,1369.0,972.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13496,1323.0,812.0,1411.0,894.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13497,1373.0,776.0,1518.0,915.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13498,1046.0,690.0,1263.0,780.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13499,1024.0,563.0,1104.0,678.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13500,1063.0,482.0,1195.0,598.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13501,1024.0,247.0,1136.0,448.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13502,1024.0,124.0,1158.0,191.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13503,1024.0,13.0,1083.0,104.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13504,1214.0,173.0,1287.0,291.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13505,1279.0,259.0,1345.0,404.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13506,1302.0,297.0,1374.0,392.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13507,1379.0,290.0,1458.0,395.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13508,1248.0,112.0,1336.0,231.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13509,1373.0,128.0,1421.0,209.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13510,1327.0,25.0,1490.0,159.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13511,1417.0,15.0,1498.0,148.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13512,1453.0,3.0,1541.0,105.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13513,1473.0,349.0,1552.0,415.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13514,1586.0,332.0,1648.0,467.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13515,1664.0,302.0,1771.0,416.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13516,1701.0,379.0,1788.0,487.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13517,1389.0,531.0,1544.0,616.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13518,1489.0,608.0,1577.0,727.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13519,1260.0,647.0,1377.0,745.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13520,1717.0,556.0,1775.0,695.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13521,1761.0,701.0,1814.0,803.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13522,1633.0,108.0,1736.0,239.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13523,1712.0,101.0,1752.0,200.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13524,1396.0,979.0,1455.0,1021.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13525,1879.0,926.0,1955.0,999.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13526,1810.0,669.0,1931.0,770.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13527,1890.0,436.0,1964.0,584.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13528,1931.0,397.0,2003.0,513.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13529,1985.0,229.0,2046.0,376.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13530,1866.0,214.0,1943.0,302.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13531,1833.0,96.0,1951.0,227.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13532,1850.0,17.0,1922.0,131.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13533,1891.0,4.0,2002.0,120.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13534,1949.0,132.0,2048.0,212.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13535,1759.0,835.0,1851.0,927.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
13536,1502.0,229.0,1602.0,400.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6963,2113.0,135.0,2226.0,253.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6964,2211.0,201.0,2269.0,303.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6965,2061.0,531.0,2141.0,639.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6966,2072.0,591.0,2136.0,692.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6967,2132.0,954.0,2227.0,1024.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6968,2162.0,912.0,2292.0,970.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6969,2354.0,876.0,2428.0,930.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6970,2297.0,617.0,2365.0,699.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6971,2240.0,779.0,2314.0,822.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6972,2520.0,738.0,2573.0,870.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6973,2336.0,385.0,2388.0,429.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6974,2412.0,235.0,2459.0,322.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6975,2312.0,86.0,2406.0,242.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6976,2432.0,0.0,2509.0,50.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6977,2580.0,66.0,2670.0,175.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6978,2661.0,0.0,2781.0,99.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6979,2843.0,19.0,2919.0,138.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6980,2816.0,11.0,2884.0,128.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6981,2729.0,176.0,2785.0,284.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6982,2633.0,333.0,2715.0,408.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6983,2543.0,280.0,2635.0,379.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6984,2475.0,382.0,2539.0,479.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6985,2615.0,633.0,2734.0,708.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6986,2689.0,532.0,2785.0,631.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6987,2766.0,549.0,2826.0,691.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6988,2856.0,439.0,2979.0,523.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6989,2809.0,622.0,2892.0,727.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6990,2636.0,757.0,2740.0,843.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6991,2967.0,767.0,3062.0,822.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6992,2966.0,860.0,3071.0,915.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6993,2821.0,927.0,2928.0,1005.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6994,2884.0,585.0,2941.0,678.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6995,2889.0,139.0,2988.0,253.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6996,2998.0,237.0,3072.0,331.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6997,2981.0,510.0,3021.0,570.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6998,2635.0,456.0,2680.0,505.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6999,2173.0,851.0,2223.0,898.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7000,2326.0,95.0,2373.0,149.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
7001,2273.0,375.0,2343.0,439.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12866,334.0,1024.0,448.0,1060.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12867,2.0,1024.0,160.0,1084.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12868,798.0,1024.0,856.0,1066.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12869,746.0,1024.0,806.0,1106.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12870,936.0,1052.0,1011.0,1131.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12871,875.0,1894.0,998.0,1971.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12872,775.0,1827.0,882.0,1927.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12873,656.0,1971.0,800.0,2021.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12874,614.0,1873.0,736.0,1945.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12875,655.0,1707.0,756.0,1773.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12876,549.0,1709.0,686.0,1786.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12877,555.0,1556.0,704.0,1634.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12878,653.0,1491.0,775.0,1558.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12879,716.0,1363.0,903.0,1437.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12880,752.0,1266.0,828.0,1353.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12881,735.0,1113.0,894.0,1225.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12882,836.0,1162.0,969.0,1233.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12883,508.0,1225.0,658.0,1300.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12884,442.0,1331.0,659.0,1389.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12885,372.0,1315.0,491.0,1409.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12886,320.0,1172.0,504.0,1228.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12887,349.0,1206.0,492.0,1290.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12888,151.0,1142.0,286.0,1207.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12889,22.0,1181.0,174.0,1285.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12890,120.0,1335.0,300.0,1437.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12891,196.0,1449.0,317.0,1543.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12892,431.0,1471.0,527.0,1553.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12893,378.0,1541.0,524.0,1604.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12894,136.0,1617.0,256.0,1702.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12895,135.0,1702.0,294.0,1753.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12896,299.0,1721.0,435.0,1840.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12897,352.0,1725.0,509.0,1794.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12898,150.0,1791.0,248.0,1889.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12899,0.0,1609.0,145.0,1696.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12900,0.0,1732.0,74.0,1817.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12901,16.0,2009.0,199.0,2048.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12902,16.0,1417.0,140.0,1480.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12903,0.0,1377.0,87.0,1462.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12904,0.0,1042.0,84.0,1134.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12905,981.0,1642.0,1023.0,1702.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12906,549.0,1827.0,582.0,1870.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
12907,598.0,1491.0,664.0,1577.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
5997,1024.0,1024.0,1117.0,1117.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
5998,1129.0,1024.0,1293.0,1083.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
5999,1402.0,1024.0,1506.0,1121.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6000,1889.0,1182.0,1964.0,1243.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6001,1790.0,1111.0,1874.0,1187.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6002,1651.0,1108.0,1739.0,1197.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6003,1582.0,1274.0,1687.0,1360.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6004,1768.0,1490.0,1851.0,1579.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6005,1718.0,1574.0,1835.0,1671.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6006,1918.0,1440.0,1994.0,1520.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6007,1918.0,1503.0,2006.0,1603.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6008,1795.0,1933.0,1895.0,2034.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6009,1882.0,1936.0,1967.0,2048.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6010,1710.0,1801.0,1780.0,1863.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6011,1548.0,1669.0,1692.0,1782.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6012,1478.0,1676.0,1566.0,1801.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6013,1295.0,1781.0,1460.0,1886.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6014,1447.0,1868.0,1539.0,1995.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6015,1498.0,1446.0,1591.0,1533.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6016,1275.0,1338.0,1416.0,1424.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6017,1253.0,1220.0,1374.0,1348.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6018,1326.0,1510.0,1421.0,1602.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
6019,1540.0,1186.0,1682.0,1268.0,arvalis_1_4021d47d4_d79169f0e_1b10b9fa1_4e02ed1d3_f121ee695_c88f6408f
